,Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Status,Enrollment Status,Type,Start Time,End Time,Days of Week,Room,Building,Instructors
15734,2020,Spring,2020-sp,HIST,135,History of Islamic Middle East,"Introduction to fourteen centuries of Middle East history from the rise of Islam to modern times. Examines the development of Islamic thought, and of religious, social, and political institutions; as well as the transformations of the 19th and 20th centuries in the area consisting of Egypt, the Fertile Crescent, Arabia, Turkey, and Iran.",3 hours.,,"Humanities - Hist & Phil, and Cultural Studies - Non-West course.",,56819,A,A,1,A,Open,LCD,10:00 AM,10:50 AM,MWF,111,Gregory Hall,"Rogaar, E"
15735,2020,Spring,2020-sp,HIST,140,Western Civ to 1660-ACP,Course is identical to HIST 141 except for the additional writing component. See HIST 141. Credit is not given for both HIST 140 and HIST 141. Prerequisite: Completion of campus Composition I General Education requirement.,4 hours.,Credit is not given for both HIST 140 and HIST 141. Prerequisite: Completion of campus Composition I General Education requirement.,"Advanced Composition, Humanities - Hist & Phil, and Cultural Studies - Western course.",,33843,AD1,A,1,A,Open,DIS,12:00 PM,12:50 PM,MW,221,Gregory Hall,
15738,2020,Spring,2020-sp,HIST,141,Western Civ to 1660,"Fundamental developments in the history of Western societies from antiquity to early modern Europe; includes the Greek and Roman worlds, the influence of Christianity and Islam, the emergence of medieval monarchies, the rise of cities, the commercial and intellectual revolutions of the Middle Ages, the birth of the university, the conquest and colonization of the Atlantic world, the Renaissance and Reformation, the political and religious upheavals of the sixteenth and seventeenth centuries. Credit is not given for both HIST 141 and HIST 140.",3 hours.,Credit is not given for both HIST 141 and HIST 140.,"Humanities - Hist & Phil, and Cultural Studies - Western course.",Students must register for one discussion and one lecture section.,33846,ADA,A,1,A,Open,DIS,10:00 AM,10:50 AM,F,307,Gregory Hall,
15742,2020,Spring,2020-sp,HIST,142,Western Civ Since 1660,"Fundamental developments - social, economic, cultural, intellectual, and political - in the history of mankind and Western society since 1660; includes the rise of modern science, the French and Industrial revolutions, the Romantic movement, the growth of nationalism and socialism, imperialism, urbanization, the Russian Revolution, Nazi Germany, the world wars, and the West and the developing world. Credit is not given for both HIST 142 and HIST 143.",3 hours.,Credit is not given for both HIST 142 and HIST 143.,"Humanities - Hist & Phil, and Cultural Studies - Western course.",Students must register for one discussion and one lecture section.,33868,ADA,A,1,A,Open,DIS,10:00 AM,10:50 AM,F,315,Gregory Hall,
15746,2020,Spring,2020-sp,HIST,143,Western Civ Since 1660-ACP,Course is identical to HIST 142 except for the additional writing component. Credit is not given for both HIST 143 and HIST 142. Prerequisite: Completion of campus Composition I General Education requirement.,4 hours.,Credit is not given for both HIST 143 and HIST 142. Prerequisite: Completion of campus Composition I General Education requirement.,"Advanced Composition, Humanities - Hist & Phil, and Cultural Studies - Western course.",,34042,AD1,A,1,A,Open,DIS,01:00 PM,01:50 PM,MW,307,Gregory Hall,
15749,2020,Spring,2020-sp,HIST,171,US History to 1877,"U.S. history survey beginning with the diverse peoples who have populated North America since before the age of contact with Europeans and extending forward through the advent of European colonialism, the movement for independence, the foundation of the republic, the Civil War, and Reconstruction, ending in 1877. The course provides an introduction to historical interpretation, with particular attention to racialized and other forms of social, political, and economic inequality and struggles for freedom and democracy. Credit is not given for both HIST 171 and HIST 170.",3 hours.,Credit is not given for both HIST 171 and HIST 170.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",Students must register for one discussion and one lecture section.,66641,C,A,1,A,Open,LCD,11:00 AM,11:50 AM,MWF,219,Gregory Hall,
15750,2020,Spring,2020-sp,HIST,172,US History Since 1877,"Survey of U.S. history from the end of the Civil War to the present, focusing on struggles to achieve a multiracial democracy, the evolution of an industrial, urbanized, and pluralistic society, the intersections between domestic and global affairs, and the practice of historical interpretation. Epoch-making events and elites are considered in light of their relation to the activities and lives of ordinary people, including people of color, immigrants, women, and the working and middle classes. Credit is not given for both HIST 172 and HIST 173.",3 hours.,Credit is not given for both HIST 172 and HIST 173.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",Students must register for one discussion and one lecture section.,34062,ADA,A,1,A,Open,DIS,01:00 PM,01:50 PM,F,307,Gregory Hall,
15754,2020,Spring,2020-sp,HIST,174,"Black America, 1619-Present",Same as AFRO 101. See AFRO 101.,3 hours.,Same as AFRO 101. See AFRO 101.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",,45871,AD2,A,1,A,CrossListOpen,DIS,09:00 AM,09:50 AM,W,331,Armory,"McDuffie, E"
15757,2020,Spring,2020-sp,HIST,191,Freshman Honors Tutorial,Study of selected topics on an individually arranged basis. Open only to honors majors or to Cohn Scholars and Associates. May be repeated once. Prerequisite: Consent of departmental honors advisor.,1 TO 3 hours.,May be repeated once. Prerequisite: Consent of departmental honors advisor.,,,10356,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15758,2020,Spring,2020-sp,HIST,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,May be repeated.,,,10358,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15759,2020,Spring,2020-sp,HIST,200,Intro Hist Interpretation,"Through the careful examination of a specific topic or theme, this course provides a thorough introduction to historical interpretation. Particular attention will be devoted to research strategies, writing practices, handling primary and secondary sources, and the analysis of historiography. May be repeated to a maximum of 6 hours with permission of the Director of Undergraduate Studies.",3 hours.,May be repeated to a maximum of 6 hours with permission of the Director of Undergraduate Studies.,,Topics will be listed in the department's course guide at http://www.history.illinois.edu.,34112,A,A,1,A,Open,LCD,12:00 PM,01:20 PM,MW,331,Gregory Hall,"Mumford, K"
15763,2020,Spring,2020-sp,HIST,203,Reacting to the Past,"An introduction to history through participation in role-playing games set in the past. Topics will vary each time the course is taught. Students will take on the roles of historical figures (famous or obscure) engaged in difficult and complicated situations, and will be obliged to adhere to the beliefs and circumstances of those figures while attempting to pursue a course of action that will help them win the game -- and possibly alter the course of history.",3 hours.,,Humanities - Hist & Phil course.,,66671,A,A,1,A,Open,LCD,02:00 PM,03:20 PM,TR,315,Gregory Hall,"Reagan, L"
15764,2020,Spring,2020-sp,HIST,207,Digital Documentary Publishing,"Introduction to the craft of publishing historical materials, with a special focus on how to publish the past in the digital age. Assignments will include historical and methodological readings, as well as hands-on instruction in digital publishing techniques. Skills taught include historical research, content development, project management, and copyright analysis.",3 hours.,,Humanities - Hist & Phil course.,,65574,A,A,1,A,Open,LCD,01:00 PM,01:50 PM,MWF,182,Armory,"Randolph, J"
15765,2020,Spring,2020-sp,HIST,213,African Muslim Societies,"Focuses on the history and historiography of Muslim societies in Africa. Investigates the dynamics of the spread of Islam in Africa, and explores differences in Islam in Africa from other areas of the Islamic world, with attention to the image in Western scholarship of Islam in Africa. Provides students with the knowledge and skills they need to understand this central phenomenon in modern world history. Same as AFST 213 and REL 215.",3 hours.,Same as AFST 213 and REL 215.,"Humanities - Hist & Phil, and Cultural Studies - Non-West course.",,65936,A,A,1,A,CrossListOpen,LCD,02:00 PM,03:20 PM,MW,311,Gregory Hall,"Nobili, M"
15766,2020,Spring,2020-sp,HIST,219,History of the Prison,Same as AFRO 221 and LA 221. See LA 221.,3 hours.,Same as AFRO 221 and LA 221. See LA 221.,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,64306,RG,A,1,A,CrossListOpen,LEC,11:00 AM,12:20 PM,MW,134,Temple Hoyne Buell Hall,"Ginsburg, R"
15767,2020,Spring,2020-sp,HIST,220,Traditional China,"Historical background to the modern age, tracing the Chinese state and empire from the earliest times until 1644 A.D. Basic political, social, and economic patterns; cultural, intellectual, and technological achievements; and China's impact on Asia and the world. Same as EALC 220.",3 hours.,Same as EALC 220.,"Humanities - Hist & Phil, and Cultural Studies - Non-West course.",,40260,A,A,1,A,CrossListOpen,LCD,11:00 AM,12:20 PM,TR,1066,Lincoln Hall,"Chow, K"
15768,2020,Spring,2020-sp,HIST,227,Modern Japanese History,"Introduction to the history of the Japanese people, their social and cultural systems, politics, and economy, from the mid-sixteenth century to the mid-twentieth century. Same as EALC 227.",3 hours.,Same as EALC 227.,"Humanities - Hist & Phil, and Cultural Studies - Non-West course.",,52350,A,A,1,A,CrossListOpen,LCD,10:00 AM,10:50 AM,MWF,108,English Building,"Wilson, R"
15769,2020,Spring,2020-sp,HIST,236,Madness and Modern Society,"This course provides a broad overview of the development of the mind sciences in modern Europe from the beginning of state-regulated asylums to the advent of pharmaceutical treatment and care in the community. Using a combination of primary sources and secondary texts, we will examine how the diagnosis and treatment of ""madness"" in its many forms has been shaped through the interaction of social, political, economic, and cultural factors from roughly 1750 to the 1990s. Same as PSYC 236.",3 hours.,Same as PSYC 236.,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,70619,A,A,1,A,CrossListOpen,LCD,03:30 PM,04:50 PM,TR,1027,Lincoln Hall,"Chettiar, T"
15770,2020,Spring,2020-sp,HIST,241,History of Ancient Rome,"Survey of the political, social, economic, military, institutional, religious and cultural development of Rome from 753 BCE until 480 CE.",3 hours.,,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,50044,A,A,1,A,Open,LEC,09:30 AM,10:50 AM,TR,213,Gregory Hall,"Mathisen, R"
15771,2020,Spring,2020-sp,HIST,245,"Wives, Workers and Witches in Pre-Modern Europe","Examines the history of women and the evolution of concepts of gender in western Europe from roughly 400 to 1700. Topics include the interactions of class and ethnicity with women's experiences, the social construction of sexuality and gender, the misogynist tradition, and women's self-images. Same as GWS 245 and MDVL 245.",3 hours.,Same as GWS 245 and MDVL 245.,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,43544,A,A,1,A,CrossListOpen,LEC,01:00 PM,02:20 PM,MW,327,Gregory Hall,"Koslofsky, C"
15772,2020,Spring,2020-sp,HIST,251,Warfare Milit Insts &amp; Soc,"History of warfare and its relationship to changing technologies, tactics, and political structures, with an emphasis on the ways that military institutions are integrated with society as a whole. Same as GLBL 251.",3 hours.,Same as GLBL 251.,,,34134,A,A,1,A,CrossListOpen (Restricted),LCD,12:00 PM,12:50 PM,MWF,311,Gregory Hall,"Lynn, J"
15773,2020,Spring,2020-sp,HIST,252,The Holocaust,"Exploration of the Holocaust in historical perspective by examining European anti-Semitism, political developments in Germany, the rise to power of the Nazis, and the origins of the Holocaust with first-hand accounts, films, and historical texts, concluding with the legacy of the Holocaust in the contemporary world. Same as JS 252.",3 hours.,Same as JS 252.,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,52408,AD1,A,1,A,CrossListOpen,DIS,12:00 PM,12:50 PM,F,221,Gregory Hall,
15777,2020,Spring,2020-sp,HIST,258,20thC World to Midcentury,"Economic, social, political, and cultural developments in twentieth-century world history from late nineteenth-century to Second World War era.",3 hours.,,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,70236,C,A,1,A,Open,LCD,12:00 PM,12:50 PM,MWF,315,Gregory Hall,
15778,2020,Spring,2020-sp,HIST,259,20thC World from Midcentury,"Economic, social, political, and cultural developments in twentieth-century world history from Second World War era to the present.",3 hours.,,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,68913,C,A,1,A,Open,LCD,02:00 PM,02:50 PM,MWF,315,Gregory Hall,
15779,2020,Spring,2020-sp,HIST,263,History of Medicine in the United States,"Medicine and public health in the United States from the colonial period through the twentieth century. Topics include medical theories, therapeutic practices, and institutions as determined by science, culture, politics, law, and social structures. Additional attention will be paid to illness and epidemics; health care providers, patients, and public policy. Throughout, the course will highlight race, sex, (dis)ability, and other social categories that have affected medical care and been defined in medical terms. Same as GWS 263.",3 hours.,Same as GWS 263.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",,49070,A,A,1,A,CrossListOpen,LCD,02:00 PM,03:20 PM,MW,370,Armory,"Reagan, L"
15780,2020,Spring,2020-sp,HIST,265,Science in Western Culture,Topics in the intellectual and social history of science in the West.,3 hours.,,"Humanities - Hist & Phil, and Cultural Studies - Western course.",,68784,B,A,1,A,Open,LCD,11:00 AM,12:20 PM,TR,1022,Lincoln Hall,"Sepkoski, D"
15781,2020,Spring,2020-sp,HIST,275,Afro-American History to 1877,"History of Africans in the Americas, surveying the African slave trade, slavery in the European colonies of the Americas, early United States slavery, and the Afro-American in the Civil War and Reconstruction. Same as AFRO 275.",3 hours.,Same as AFRO 275.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",,60140,A,A,1,A,CrossListOpen,LCD,11:00 AM,12:20 PM,MW,329,Gregory Hall,"Hogarth, R"
15782,2020,Spring,2020-sp,HIST,276,Afro-American Hist Since 1877,History of Afro-Americans in the age of white supremacy; the rise of modern protest organizations; the era of integration; and the black power movement. Same as AFRO 276.,3 hours.,Same as AFRO 276.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",,39398,A,A,1,A,CrossListOpen,LCD,09:30 AM,10:50 AM,TR,311,Gregory Hall,"Cha-Jua, S"
15783,2020,Spring,2020-sp,HIST,279,Mexican-American History,Same as LLS 279. See LLS 279.,3 hours.,Same as LLS 279. See LLS 279.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",,43954,AD1,A,1,A,CrossListOpen,DIS,01:00 PM,01:50 PM,R,113,Gregory Hall,"Lira, N;Mora, J"
15786,2020,Spring,2020-sp,HIST,281,Constructing Race in America,"Interdisciplinary examination of the historical, cultural, and social dimensions of race and ethnicity in the United States. Explores the complex and intricate pursuit of multiracial and multicultural democracy. Same as AAS 281, AFRO 281, and LLS 281.",3 hours.,"Same as AAS 281, AFRO 281, and LLS 281.","Humanities - Hist & Phil, and Cultural Studies - US Minority course.",,54522,AD1,A,1,A,CrossListOpen,DIS,11:00 AM,11:50 AM,T,307,Gregory Hall,
15790,2020,Spring,2020-sp,HIST,289,History of Religion in America,Same as REL 235. See REL 235.,3 hours.,Same as REL 235. See REL 235.,Humanities - Hist & Phil course.,,47129,A,A,1,A,CrossListOpen,LCD,01:00 PM,01:50 PM,MWF,311,Gregory Hall,"Ebel, J"
15791,2020,Spring,2020-sp,HIST,292,Latina/o Social Movements,Same as LLS 238. See LLS 238.,3 hours.,Same as LLS 238. See LLS 238.,,,67060,A,A,1,A,CrossListOpen,LCD,11:00 AM,12:20 PM,TR,103,1207 W Oregon,"Bonilla, E"
15792,2020,Spring,2020-sp,HIST,300,Topics in Film and History,"Examines films as a significant medium of commentary on society and history. Explores the motives and careers of moviemakers, the ways in which films are influenced by their audiences, and how audiences' perception of historical processes are affected by films. Topics will vary. Same as MACS 300. May be repeated to a maximum of 6 hours if topics vary. Students may register in more than one section per term. May be repeated to a maximum of 6 hours.",3 hours.,Same as MACS 300. May be repeated to a maximum of 6 hours if topics vary. Students may register in more than one section per term. May be repeated to a maximum of 6 hours.,,Topics will be listed in the department's course guide at http://www.history.illinois.edu.,34110,A,A,1,A,CrossListOpen,LCD,02:00 PM,04:50 PM,M,111,Gregory Hall,"Fu, P"
15794,2020,Spring,2020-sp,HIST,310,Global Capitalism in History,Explores the historical relations between multinational corporations and host countries focusing on political and economic issues.,3 hours.,,,,61754,A,A,1,A,Open,LCD,01:00 PM,01:50 PM,MWF,111,Gregory Hall,
15795,2020,Spring,2020-sp,HIST,312,Immigrant America,"History of immigration and immigrant groups in the United States from 1830 to 1980. Covers major waves of immigration and focuses on the diverse cultural heritage, social structure, and political activism of immigrants from Europe, the Americas, and Asia.",3 OR 4 hours.,,,,69050,A,A,1,A,Open,LCD,02:00 PM,03:30 PM,TR,307,Gregory Hall,"Espiritu, A"
15796,2020,Spring,2020-sp,HIST,337,Middle East Since World War I,"Political-economic, social and ideological developments in Egypt, Arabia, and Fertile Crescent (including Israel), Iran and Turkey since 1918 to the present, including U.S. involvement.",3 hours.,,,,56787,A,A,1,A,Open,LCD,10:00 AM,11:20 AM,MW,307,Gregory Hall,"Maggid Alon, L"
15797,2020,Spring,2020-sp,HIST,348,Early Euro Absolut &amp; Expansion,"In the seventeenth and eighteenth centuries Europeans transformed political relations within Europe and their economic relationships with the wider world. This course examines continuities and change from 1600 to 1789, following the themes of authority and power. Topics include the rise of ""absolute monarchy"" and its alternatives in countries like, England and the Netherlands, as well as European trade and consumption, popular culture, the family, food, clothing, sexuality, and labor.",3 hours.,,,,70104,A,A,1,A,Open,LCD,10:00 AM,11:20 AM,MW,315,Gregory Hall,"Koslofsky, C"
15798,2020,Spring,2020-sp,HIST,356,The Modern Balkans through Literature and Film,"History of the creation and development of the independent Balkan states during the 19th and 20th centuries. Special attention is given to Balkan nationalism, its roots, evolution and various manifestations. Other topics cover the modernization of the rural societies, ethnic conflict and/or accommodation, inter-Balkan relations, and the role of the great powers. Finally, a close look will be taken on contemporary developments in the Balkans, especially the Yugoslav crisis, the fall of communism and post-communist development. By discussing fictional work and films by Balkan authors, students will be introduced to the intellectual production of the region.",3 hours.,,,,70105,A,A,1,A,Open,LCD,09:30 AM,10:50 AM,TR,307,Gregory Hall,"Todorova, M"
15799,2020,Spring,2020-sp,HIST,357,Modern France,"The development of modern France, with special attention to social and cultural phenomena.",3 hours.,,,,65226,A,A,1,A,Open,LCD,12:30 PM,01:50 PM,TR,307,Gregory Hall,"Chaplin, T"
15800,2020,Spring,2020-sp,HIST,361,Euro Thght &amp; Soc Since 1789,Examines the reciprocal relationship between thought and society in western Europe from the French Revolution to the present.,3 hours.,,,,41761,A,A,1,A,Open,LCD,12:00 PM,12:50 PM,MWF,307,Gregory Hall,
15801,2020,Spring,2020-sp,HIST,381,Urban History,"Examines the history of urban centers, paying special attention to the relationship between the city and its surrounding territory, the impact of migration and immigration, the delineation of space and the transformation of the built environment, and the role of a city's inhabitants in creating social networks, political structures, and cultural institutions. May be repeated in separate terms to a maximum of 6 hours if topics vary.",3 hours.,May be repeated in separate terms to a maximum of 6 hours if topics vary.,,,60151,A,A,1,A,Open,LCD,02:00 PM,03:20 PM,MW,331,Gregory Hall,"Mumford, K"
15802,2020,Spring,2020-sp,HIST,385,Transnational Sexualities,Same as GWS 385. See GWS 385.,3 hours.,Same as GWS 385. See GWS 385.,,,64897,YT,A,1,A,CrossListOpen,LCD,09:30 AM,10:50 AM,TR,221,Gregory Hall,"Takauchi, Y"
15803,2020,Spring,2020-sp,HIST,390,Sport and Society,"In various societies, organized sport has operated as site of nation-building, the struggle for inclusion, and indicator of societal advancement. Examines the history of the roles that sport has played in society through a series of topical foci, as selected by the professor each semester. Course readings revisit popular and scholarly debates about sport and discuss the different actors and social forces that shaped those discussions. Same as KIN 345. May be repeated in separate terms to a maximum of 6 hours if topics vary.",3 hours.,Same as KIN 345. May be repeated in separate terms to a maximum of 6 hours if topics vary.,,,56780,A,A,1,A,CrossListOpen,LCD,12:30 PM,01:50 PM,TR,315,Gregory Hall,"Burgos, A"
15804,2020,Spring,2020-sp,HIST,398,Internship in Public History,"With a faculty sponsor, a qualified students will develop a program of study or research related to an internship or other relevant employment opportunity. Consult departmental undergraduate advisor or Director of Undergraduate Studies. Approved for letter and S/U grading. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of faculty sponsor and Director of Undergraduate Studies required.",1 TO 3 hours.,Approved for letter and S/U grading. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of faculty sponsor and Director of Undergraduate Studies required.,,,56603,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15805,2020,Spring,2020-sp,HIST,399,Independent Study,Readings in selected fields in consultation with the instructor resulting in a 20-30 page paper. May be repeated with permission of the Director of Undergraduate Studies. Prerequisite: Junior or senior standing pursuing a History major; written consent of instructor and History undergraduate advisor required.,1 TO 3 hours.,May be repeated with permission of the Director of Undergraduate Studies. Prerequisite: Junior or senior standing pursuing a History major; written consent of instructor and History undergraduate advisor required.,,,48601,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15806,2020,Spring,2020-sp,HIST,425,Classical Chinese Thought,Same as CWL 478 and EALC 476. See EALC 476.,3 OR 4 hours.,Same as CWL 478 and EALC 476. See EALC 476.,,,33170,A3,A,1,A,CrossListOpen (Restricted),LCD,02:00 PM,03:20 PM,TR,G20,Foreign Languages Building,"Chow, K"
15808,2020,Spring,2020-sp,HIST,434,Women in Muslim Societies,"Same as ANTH 403, GLBL 403, GWS 403, REL 403, and SAME 403. See REL 403.",3 OR 4 hours.,"Same as ANTH 403, GLBL 403, GWS 403, REL 403, and SAME 403. See REL 403.",,,70419,U3,A,1,A,CrossListOpen,LCD,09:00 AM,11:50 AM,F,106,David Kinley Hall,
15810,2020,Spring,2020-sp,HIST,442,Roman Law and Legal Trad,"Examines Roman law and legal tradition in the context of historical, political, and social developments; origins of law in primitive and ancient classical societies; surveys development of precedent, codification, and preservation of Roman law, and the impact of Roman law on western legal traditions. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours.,,,39468,G2,A,1,A,CrossListOpen (Restricted),LCD,12:30 PM,01:50 PM,TR,221,Gregory Hall,"Mathisen, R"
15813,2020,Spring,2020-sp,HIST,490,Honors Independent Study,"Independent reading, research, and writing under the supervision of an individual instructor. Seniors in the History Honors Program taking this course in place of the Honors Senior Thesis must complete a substantive research paper (25-30 pages). No graduate credit. May be repeated to a maximum of 6 hours. Each 3-hour class must be taken with a different instructor. Prerequisite: Admission to the History Honors Program; or junior or senior of high standing with the consent of the Director of Undergraduate Studies.",3 hours.,No graduate credit. May be repeated to a maximum of 6 hours. Each 3-hour class must be taken with a different instructor. Prerequisite: Admission to the History Honors Program; or junior or senior of high standing with the consent of the Director of Undergraduate Studies.,,,10419,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15814,2020,Spring,2020-sp,HIST,492,Historiography and Methodology,"A seminar for all students in the History Honors Program, to be taken no later than the spring of the Junior year. Students will study the development of the historian's craft and will be exposed to new research methods and techniques. The course will culminate in the preparation of a research proposal for the Honors Senior Thesis, developed in consultation with an individual faculty advisor. The instructor of HIST 492 and the Director of Undergraduate Studies will assist students in the selection of an appropriate mentor. Even those students who may not be planning to write the Honors Senior Thesis must enroll in this course and prepare a research proposal. 3 undergraduate hours. No graduate credit. Prerequisite: Admission to the History Honors Program or consent of the Director of Undergraduate Studies.",3 hours.,3 undergraduate hours. No graduate credit. Prerequisite: Admission to the History Honors Program or consent of the Director of Undergraduate Studies.,Advanced Composition course.,,34136,C,A,1,A,Open (Restricted),DIS,03:00 PM,04:50 PM,M,221,Gregory Hall,"Brennan, J"
15815,2020,Spring,2020-sp,HIST,493,Honors Senior Thesis,"Two-term independent research and writing project under the supervision of a faculty advisor. Students enrolled in this course must submit a completed Honors Senior Thesis at the end of the second term, for evaluation by the faculty advisor and a second reader. 3 undergraduate hours. No graduate credit. Must be repeated for a total of 6 hours. Students will receive separate grades for each semester's work. Prerequisite: Admission to the History Honors Program and consent of supervising professor; HIST 492 and HIST 495; concurrent enrollment in HIST 499 is required.",3 hours.,3 undergraduate hours. No graduate credit. Must be repeated for a total of 6 hours. Students will receive separate grades for each semester's work. Prerequisite: Admission to the History Honors Program and consent of supervising professor; HIST 492 and HIST 495; concurrent enrollment in HIST 499 is required.,,,10420,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15816,2020,Spring,2020-sp,HIST,498,Research and Writing Seminar,"Capstone course required of all majors. Students will make history by researching and writing a work of original scholarship. Several of these seminars are offered each term and each focuses on a special topic, thus allowing students with similar interests to work through the process of gathering, interpreting, and organizing historical evidence under the direction of an expert in the field. The topics on offer each semester will be listed in the Class Schedule and described in the department's course guide at http://www.history.illinois.edu. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours.",3 hours.,3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours.,Advanced Composition course.,,32175,A,A,1,A,Open (Restricted),DIS,03:30 PM,05:20 PM,T,221,Gregory Hall,"Gilbert, D"
15819,2020,Spring,2020-sp,HIST,499,Thesis Seminar,"A required seminar for all seniors writing Honor Theses in history, this course will meet throughout the year and will supplement individual students' meetings with their primary advisors. Provides an intellectually supportive environment in which students work together on common methodological problems, share the results of their research, and critique developing projects. 1 to 2 undergraduate hours. 1 to 2 graduate hours. Approved for S/U grading only. May be repeated in separate terms to a maximum of 3 hours. Prerequisite: Admission to the History Honors Program; HIST 492; and HIST 495. Concurrent enrollment in HIST 493 is required.",1 TO 2 hours.,1 to 2 undergraduate hours. 1 to 2 graduate hours. Approved for S/U grading only. May be repeated in separate terms to a maximum of 3 hours. Prerequisite: Admission to the History Honors Program; HIST 492; and HIST 495. Concurrent enrollment in HIST 493 is required.,,,54492,A,A,1,A,Open (Restricted),LCD,04:00 PM,05:50 PM,M,315,Gregory Hall,"Hoganson, K"
15820,2020,Spring,2020-sp,HIST,502,Prob in Comparative History,"Intensive comparative examinations of particular issues in the histories of multiple countries, cultures or periods; emphasizes methodology, the discipline of comparative history, and the nature of historiography in a cross-cultural and interdisciplinary context. May be repeated to a maximum of 12 hours.",4 hours.,May be repeated to a maximum of 12 hours.,,Topics will be listed in the department's course guide at http://www.history.uiuc.edu.,32431,A,A,1,A,Open (Restricted),DIS,01:00 PM,02:50 PM,M,318,Gregory Hall,"Todorova, M"
15821,2020,Spring,2020-sp,HIST,507,Prob in Latin American Hist,Topics will be listed in the department's course guide at http://www.history.illinois.edu. May be repeated to a maximum of 12 hours if topics vary.,4 hours.,May be repeated to a maximum of 12 hours if topics vary.,,,41861,A,A,1,A,Open (Restricted),DIS,12:30 PM,02:20 PM,R,318,Gregory Hall,"Brosseder, C"
15822,2020,Spring,2020-sp,HIST,570,Prob in American Hist to 1830,Topics will be listed in the department's course guide at http://www.history.illinois.edu. May be repeated to a maximum of 12 hours if topics vary.,4 hours.,May be repeated to a maximum of 12 hours if topics vary.,,,32418,A,A,1,A,Open (Restricted),DIS,02:00 PM,03:50 PM,R,325,Gregory Hall,"Hogarth, R"
15823,2020,Spring,2020-sp,HIST,594,Intro Historical Writing,"Seminar for first-year graduate students and is the second half of the introductory graduate sequence. Focuses on the process of writing an original piece of historical scholarship. Topics to be discussed include: developing an argument, exploring sources, arriving at a research strategy, planning and structuring an article, presenting complex data, and producing scholarship that is a coherent representation of an author's perspective on the past. Over the course of the semester, each seminar participant will develop and write an original, article length research paper. Students will work with the assistance of the instructors and an advisor from her or his own research field. Prerequisite: HIST 593.",4 hours.,Prerequisite: HIST 593.,,,52242,A,A,1,A,Open (Restricted),DIS,12:30 PM,02:20 PM,T,318,Gregory Hall,"Sepkoski, D"
15824,2020,Spring,2020-sp,HIST,596,Individual Research Project,Directed research in special fields; may be taken in lieu of seminars in fields in which seminars are seldom offered. Topics will be listed in the department's course guide at http://www.history.illinois.edu. May be repeated to a maximum of 12 hours if topics vary.,4 hours.,May be repeated to a maximum of 12 hours if topics vary.,,,10421,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15825,2020,Spring,2020-sp,HIST,597,Reading Course,"Directed readings in special fields. Primarily, but not exclusively, for students with a master's degree or equivalent, who are preparing for the preliminary examination in history and who need instruction in areas not provided by current course offerings. Approved for letter and S/U grading.  May be repeated in the same or subsequent terms as topics vary. Prerequisite: Consent of instructor.",0 TO 4 hours.,Approved for letter and S/U grading.  May be repeated in the same or subsequent terms as topics vary. Prerequisite: Consent of instructor.,,,10422,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15828,2020,Spring,2020-sp,HIST,598,Teaching of College History,Approved for S/U grading only. May be repeated.  Prerequisite: Candidate for Ph.D. degree in history.,2 hours.,Approved for S/U grading only. May be repeated.  Prerequisite: Candidate for Ph.D. degree in history.,,,10423,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
15829,2020,Spring,2020-sp,HIST,599,Thesis Research,Individual direction in research and guidance in writing theses for advanced degrees. Approved for S/U grading only. May be repeated.,0 TO 16 hours.,Approved for S/U grading only. May be repeated.,,,10424,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
